condition_mesh_terms	Days	MeshSystem
Hepatitis	670	Digestive System
Attention Deficit Disorder with Hyperactivity	213	Mental Disorders
Schizophrenia	458	Mental Disorders
Leukemia	3196	Neoplasms
Depressive Disorder	397	Mental Disorders
Neoplasms	973	Neoplasms
Myeloproliferative Disorders	3990	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	3990	Hemic and Lymphatic
Attention Deficit Disorder with Hyperactivity	213	Mental Disorders
Macular Degeneration	943	Eye
Lung Diseases	305	Respiratory Tract
Myelodysplastic Syndromes	1369	Hemic and Lymphatic
Macular Degeneration	884	Eye
Attention Deficit Disorder with Hyperactivity	275	Mental Disorders
Leukemia	1855	Neoplasms
Carcinoma	1582	Neoplasms
Head and Neck Neoplasms	1582	Neoplasms
Squamous Cell Carcinoma of Head and Neck	1582	Neoplasms
Leukemia	517	Neoplasms
Leukemia	2981	Neoplasms
Lung Diseases	438	Respiratory Tract
Hypertension	304	Cardiovascular
Arthritis	336	Musculoskeletal
Attention Deficit Disorder with Hyperactivity	639	Mental Disorders
Carcinoma	882	Neoplasms
Bipolar Disorder	489	Mental Disorders
Arthritis	488	Musculoskeletal
Conjunctivitis	914	Eye
Adenocarcinoma	1522	Neoplasms
Depressive Disorder	305	Mental Disorders
Myelodysplastic Syndromes	670	Hemic and Lymphatic
Adenocarcinoma	1705	Neoplasms
Leukemia	3500	Neoplasms
Metabolic Syndrome	639	Nutritional and Metabolic
Macular Degeneration	639	Eye
Conjunctivitis	486	Eye
Hypersensitivity	486	Immune System
Adenocarcinoma	700	Neoplasms
Conjunctivitis	547	Eye
Hypersensitivity	547	Immune System
Virus Diseases	823	Infections
Glioblastoma	943	Neoplasms
Astrocytoma	943	Neoplasms
Macular Edema	1218	Eye
Melanoma	2557	Neoplasms
Adenocarcinoma	1887	Neoplasms
Psoriasis	152	Skin and Connective Tissue
Neuroblastoma	2922	Neoplasms
Myelodysplastic Syndromes	2892	Hemic and Lymphatic
Arthritis	458	Musculoskeletal
Virus Diseases	610	Infections
Melanoma	1643	Neoplasms
Attention Deficit Disorder with Hyperactivity	2039	Mental Disorders
Cholangiocarcinoma	1888	Neoplasms
Hypertension	366	Cardiovascular
Schizophrenia	1247	Mental Disorders
Arthritis	884	Musculoskeletal
Arthritis	670	Musculoskeletal
Heart Failure	1034	Cardiovascular
Depressive Disorder	822	Mental Disorders
Carcinoma	2557	Neoplasms
Hepatitis	1400	Digestive System
Myelodysplastic Syndromes	1797	Hemic and Lymphatic
Premature Birth	731	Female
Arthritis	425	Musculoskeletal
Leukemia	1308	Neoplasms
Coronary Artery Disease	608	Cardiovascular
Myocardial Ischemia	608	Cardiovascular
Coronary Disease	608	Cardiovascular
Hypertension	244	Cardiovascular
Metabolic Syndrome	273	Nutritional and Metabolic
Epilepsy	242	Nervous System
Anxiety Disorders	184	Mental Disorders
Glioblastoma	1218	Neoplasms
Colitis	608	Digestive System
Arthritis	244	Musculoskeletal
Leukemia	3103	Neoplasms
Leukemia	3226	Neoplasms
Hepatitis	182	Digestive System
Leukemia	1886	Neoplasms
Schizophrenia	427	Mental Disorders
Tuberculosis	122	Infections
Peripheral Nervous System Diseases	701	Nervous System
Melanoma	1400	Neoplasms
Leukemia	1400	Neoplasms
Myelodysplastic Syndromes	1400	Hemic and Lymphatic
Macular Degeneration	393	Eye
Primary Myelofibrosis	1035	Hemic and Lymphatic
Coronary Disease	975	Cardiovascular
Coronary Artery Disease	975	Cardiovascular
Myocardial Ischemia	975	Cardiovascular
Macular Degeneration	1643	Eye
Head and Neck Neoplasms	2647	Neoplasms
Hepatitis	578	Digestive System
Virus Diseases	578	Infections
Cognitive Dysfunction	366	Mental Disorders
Arthritis	1096	Musculoskeletal
Adenocarcinoma	1676	Neoplasms
Carcinoma	2435	Neoplasms
Lung Diseases	275	Respiratory Tract
Leukemia	2922	Neoplasms
Myelodysplastic Syndromes	2922	Hemic and Lymphatic
Colitis	731	Digestive System
Glaucoma	548	Eye
Ocular Hypertension	548	Eye
Hypertension	548	Cardiovascular
Primary Myelofibrosis	2875	Hemic and Lymphatic
Glaucoma	1461	Eye
Sarcoma	1219	Neoplasms
Neoplasms	1614	Neoplasms
Leukemia	822	Neoplasms
Adenocarcinoma	152	Neoplasms
Parkinson Disease	396	Nervous System
Lung Diseases	243	Respiratory Tract
Coronary Artery Disease	912	Cardiovascular
Leukemia	1037	Neoplasms
Hepatitis	182	Digestive System
Carcinoma	853	Neoplasms
Leukemia	1096	Neoplasms
Parkinson Disease	578	Nervous System
Carcinoma	3166	Neoplasms
Lung Diseases	669	Respiratory Tract
Dermatitis	1279	Skin and Connective Tissue
Sarcoma	1675	Neoplasms
Leukemia	2496	Neoplasms
Hepatitis	517	Digestive System
Hypertension	305	Cardiovascular
Hepatitis	851	Digestive System
Irritable Bowel Syndrome	974	Digestive System
Malaria	305	Infections
Psoriasis	366	Skin and Connective Tissue
Anemia	2496	Hemic and Lymphatic
Glioblastoma	2161	Neoplasms
Glioma	2161	Neoplasms
Carcinoma	943	Neoplasms
Fatty Liver	1247	Digestive System
Non-alcoholic Fatty Liver Disease	1247	Digestive System
Crohn Disease	1246	Digestive System
Melanoma	1277	Neoplasms
Arthritis	456	Musculoskeletal
Crohn Disease	456	Digestive System
Carcinoma	2040	Neoplasms
Myeloproliferative Disorders	2040	Hemic and Lymphatic
Schizophrenia	1764	Mental Disorders
Psychotic Disorders	1764	Mental Disorders
Cognitive Dysfunction	1764	Mental Disorders
Leukemia	1827	Neoplasms
Myelodysplastic Syndromes	1827	Hemic and Lymphatic
Myeloproliferative Disorders	1827	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	1827	Hemic and Lymphatic
Carcinoma	2374	Neoplasms
Adenocarcinoma	943	Neoplasms
Head and Neck Neoplasms	1399	Neoplasms
Leukemia	1737	Neoplasms
Myelodysplastic Syndromes	1737	Hemic and Lymphatic
Primary Myelofibrosis	1737	Hemic and Lymphatic
Myeloproliferative Disorders	1737	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	1737	Hemic and Lymphatic
Graft vs Host Disease	1737	Immune System
Neoplasms	1737	Neoplasms
Glioma	10196	Neoplasms
Glioblastoma	3441	Neoplasms
Glioma	3441	Neoplasms
Astrocytoma	3441	Neoplasms
Osteoarthritis	580	Musculoskeletal
Carcinoma	2587	Neoplasms
Leukemia	4018	Neoplasms
Fatty Liver	1461	Digestive System
Non-alcoholic Fatty Liver Disease	1461	Digestive System
Neuroendocrine Tumors	2160	Neoplasms
Macular Degeneration	1157	Eye
Glioblastoma	2769	Neoplasms
Melanoma	3930	Neoplasms
Glioma	4942	Neoplasms
Melanoma	1247	Neoplasms
Melanoma	1369	Neoplasms
Carcinoma	4565	Neoplasms
Dyslipidemias	305	Nutritional and Metabolic
Bipolar Disorder	791	Mental Disorders
Hepatitis	425	Digestive System
Leukemia	2543	Neoplasms
Hypertension	153	Cardiovascular
Hypertension	183	Cardiovascular
Depressive Disorder	2434	Mental Disorders
Bipolar Disorder	2434	Mental Disorders
Leukemia	1034	Neoplasms
Heart Failure	1491	Cardiovascular
Coronary Artery Disease	1491	Cardiovascular
Carcinoma	2526	Neoplasms
Leukemia	2526	Neoplasms
Sarcoma	1766	Neoplasms
Neoplasms	1766	Neoplasms
Schizophrenia	183	Mental Disorders
Melanoma	1703	Neoplasms
Heart Diseases	3257	Cardiovascular
Malaria	397	Infections
Leukemia	915	Neoplasms
Conjunctivitis	487	Eye
Carcinoma	1522	Neoplasms
Melanoma	1766	Neoplasms
Sarcoma	1766	Neoplasms
Head and Neck Neoplasms	1766	Neoplasms
Leukemia	1444	Neoplasms
Osteoarthritis	1461	Musculoskeletal
Depressive Disorder	366	Mental Disorders
Attention Deficit Disorder with Hyperactivity	213	Mental Disorders
Leukemia	4032	Neoplasms
Myelodysplastic Syndromes	4032	Hemic and Lymphatic
Neoplasms	4032	Neoplasms
Migraine Disorders	304	Nervous System
Conjunctivitis	456	Eye
Epilepsy	274	Nervous System
Myelodysplastic Syndromes	3712	Hemic and Lymphatic
Schizophrenia	305	Mental Disorders
Psoriasis	274	Skin and Connective Tissue
Hypersensitivity	2557	Immune System
Depressive Disorder	546	Mental Disorders
Hepatitis	731	Digestive System
Hypertension	1340	Cardiovascular
Schizophrenia	335	Mental Disorders
Acne Vulgaris	578	Skin and Connective Tissue
Carcinoma	1308	Neoplasms
Coronary Artery Disease	577	Cardiovascular
Myocardial Ischemia	577	Cardiovascular
Coronary Disease	577	Cardiovascular
Epilepsy	548	Nervous System
Hypertension	1705	Cardiovascular
Glaucoma	183	Eye
Ocular Hypertension	183	Eye
Hypertension	183	Cardiovascular
Anxiety Disorders	214	Mental Disorders
Arthritis	761	Musculoskeletal
Lung Diseases	1216	Respiratory Tract
Hypertension	396	Cardiovascular
Carcinoma	2374	Neoplasms
Neoplasms	274	Neoplasms
Myelodysplastic Syndromes	2892	Hemic and Lymphatic
Irritable Bowel Syndrome	1035	Digestive System
Liver Diseases	1124	Digestive System
Fatty Liver	1124	Digestive System
Non-alcoholic Fatty Liver Disease	1124	Digestive System
Melanoma	1400	Neoplasms
Adenocarcinoma	1644	Neoplasms
Glioblastoma	2131	Neoplasms
Gliosarcoma	2131	Neoplasms
Myelodysplastic Syndromes	3471	Hemic and Lymphatic
Glioblastoma	1187	Neoplasms
Adenocarcinoma	974	Neoplasms
Arthritis	639	Musculoskeletal
Osteoarthritis	639	Musculoskeletal
Autistic Disorder	486	Mental Disorders
Coronary Artery Disease	486	Cardiovascular
Myocardial Ischemia	486	Cardiovascular
Coronary Disease	486	Cardiovascular
Melanoma	2072	Neoplasms
Depressive Disorder	517	Mental Disorders
Heart Failure	822	Cardiovascular
Heart Diseases	1247	Cardiovascular
Adenocarcinoma	2770	Neoplasms
Schizophrenia	670	Mental Disorders
Depressive Disorder	548	Mental Disorders
Glioma	1157	Neoplasms
Glioblastoma	1735	Neoplasms
Gliosarcoma	1735	Neoplasms
Glioblastoma	1645	Neoplasms
Gliosarcoma	1645	Neoplasms
Macular Degeneration	469	Eye
Acne Vulgaris	304	Skin and Connective Tissue
Leukemia	7375	Neoplasms
Melanoma	579	Neoplasms
Dermatitis	639	Skin and Connective Tissue
Depressive Disorder	1431	Mental Disorders
Anxiety Disorders	274	Mental Disorders
Glioblastoma	1005	Neoplasms
Gliosarcoma	1005	Neoplasms
Glioblastoma	2131	Neoplasms
Glioma	2131	Neoplasms
Myelodysplastic Syndromes	2688	Hemic and Lymphatic
Thrombocytopenia	2688	Hemic and Lymphatic
Crohn Disease	639	Digestive System
Leukemia	1263	Neoplasms
Hypertension	1185	Cardiovascular
Epilepsy	884	Nervous System
Glioblastoma	2312	Neoplasms
Gliosarcoma	2312	Neoplasms
Heart Failure	365	Cardiovascular
Glioblastoma	1308	Neoplasms
Glioma	1308	Neoplasms
Colitis	669	Digestive System
Anxiety Disorders	335	Mental Disorders
Premature Birth	699	Female
Schizophrenia	702	Mental Disorders
Carcinoma	354	Neoplasms
Carcinoma	1583	Neoplasms
Psoriasis	639	Skin and Connective Tissue
Schizophrenia	943	Mental Disorders
Hepatitis	1249	Digestive System
Heart Failure	672	Cardiovascular
Depressive Disorder	547	Mental Disorders
Coronary Artery Disease	2860	Cardiovascular
Myocardial Ischemia	2860	Cardiovascular
Coronary Disease	2860	Cardiovascular
Cardiovascular Diseases	2860	Cardiovascular
Psoriasis	517	Skin and Connective Tissue
Attention Deficit Disorder with Hyperactivity	395	Mental Disorders
Arthritis	336	Musculoskeletal
Melanoma	1553	Neoplasms
Lung Diseases	274	Respiratory Tract
Head and Neck Neoplasms	3652	Neoplasms
Sarcoma	1216	Neoplasms
Glaucoma	1186	Eye
Leukemia	2708	Neoplasms
Myelodysplastic Syndromes	2708	Hemic and Lymphatic
Myeloproliferative Disorders	2708	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	2708	Hemic and Lymphatic
Autistic Disorder	943	Mental Disorders
Schizophrenia	1978	Mental Disorders
Colitis	455	Digestive System
Neoplasms	761	Neoplasms
Lung Diseases	213	Respiratory Tract
Epilepsy	911	Nervous System
Lung Diseases	3166	Respiratory Tract
Motor Neuron Disease	519	Nervous System
Leukemia	1675	Neoplasms
Adenocarcinoma	1644	Neoplasms
Psoriasis	426	Skin and Connective Tissue
Neoplasms	2891	Neoplasms
Adenocarcinoma	2575	Neoplasms
Carcinoma	1552	Neoplasms
Neuroendocrine Tumors	1583	Neoplasms
Neoplasms	1583	Neoplasms
Melanoma	212	Neoplasms
Leukemia	2678	Neoplasms
Depressive Disorder	2342	Mental Disorders
Leukemia	2513	Neoplasms
Leukemia	1369	Neoplasms
Myelodysplastic Syndromes	1369	Hemic and Lymphatic
Leukemia	3511	Neoplasms
Peripheral Nervous System Diseases	274	Nervous System
Arthritis	244	Musculoskeletal
Neoplasms	1552	Neoplasms
Carcinoma	1674	Neoplasms
Psoriasis	334	Skin and Connective Tissue
Carcinoma	671	Neoplasms
Cognitive Dysfunction	1796	Mental Disorders
Macular Edema	2129	Eye
Macular Degeneration	1400	Eye
Neuroendocrine Tumors	2588	Neoplasms
Parkinson Disease	395	Nervous System
Neoplasms	365	Neoplasms
Dyslipidemias	2160	Nutritional and Metabolic
Arthritis	549	Musculoskeletal
Lung Diseases	243	Respiratory Tract
Hepatitis	1797	Digestive System
Glioblastoma	1980	Neoplasms
Astrocytoma	1980	Neoplasms
Myeloproliferative Disorders	366	Hemic and Lymphatic
Psoriasis	395	Skin and Connective Tissue
Lung Diseases	243	Respiratory Tract
Coronary Artery Disease	244	Cardiovascular
Myocardial Ischemia	244	Cardiovascular
Coronary Disease	244	Cardiovascular
Coronary Artery Disease	244	Cardiovascular
Myocardial Ischemia	244	Cardiovascular
Coronary Disease	244	Cardiovascular
Carcinoma	1369	Neoplasms
Adenocarcinoma	1552	Neoplasms
Macular Degeneration	730	Eye
Leukemia	557	Neoplasms
Myelodysplastic Syndromes	557	Hemic and Lymphatic
Peripheral Nervous System Diseases	1430	Nervous System
Melanoma	518	Neoplasms
Adenocarcinoma	3257	Neoplasms
Carcinoma	547	Neoplasms
Carcinoma	2496	Neoplasms
Crohn Disease	1309	Digestive System
Parkinson Disease	335	Nervous System
Dermatitis	397	Skin and Connective Tissue
Eczema	397	Skin and Connective Tissue
Neuroendocrine Tumors	731	Neoplasms
Neoplasms	731	Neoplasms
Migraine Disorders	214	Nervous System
Attention Deficit Disorder with Hyperactivity	342	Mental Disorders
Depressive Disorder	447	Mental Disorders
Melanoma	2983	Neoplasms
Leukemia	762	Neoplasms
Leukemia	1188	Neoplasms
Myelodysplastic Syndromes	1188	Hemic and Lymphatic
Primary Myelofibrosis	1188	Hemic and Lymphatic
Myeloproliferative Disorders	1188	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	1188	Hemic and Lymphatic
Graft vs Host Disease	1188	Immune System
Glioblastoma	1979	Neoplasms
Glioma	1979	Neoplasms
Gliosarcoma	1979	Neoplasms
Dry Eye Syndromes	548	Eye
Squamous Cell Carcinoma of Head and Neck	1006	Neoplasms
Cognitive Dysfunction	1857	Mental Disorders
Carcinoma	1826	Neoplasms
Parkinson Disease	1124	Nervous System
Adenocarcinoma	1766	Neoplasms
Crohn Disease	699	Digestive System
Anemia	1584	Hemic and Lymphatic
Leukemia	427	Neoplasms
Melanoma	1643	Neoplasms
Leukemia	2130	Neoplasms
Liver Diseases	1248	Digestive System
Fatty Liver	1248	Digestive System
Non-alcoholic Fatty Liver Disease	1248	Digestive System
Depressive Disorder	2069	Mental Disorders
Adenocarcinoma	1644	Neoplasms
Sarcoma	1644	Neoplasms
Hypersensitivity	946	Immune System
Mesothelioma	1431	Neoplasms
Leukemia	2191	Neoplasms
Schizophrenia	1430	Mental Disorders
Carcinoma	881	Neoplasms
Neoplasms	881	Neoplasms
Leukemia	3030	Neoplasms
Hypertension	275	Cardiovascular
Carcinoma	912	Neoplasms
Leukemia	1188	Neoplasms
Carcinoma	1065	Neoplasms
Glioma	1797	Neoplasms
Autistic Disorder	2343	Mental Disorders
Carcinoma	1461	Neoplasms
Crohn Disease	821	Digestive System
Colitis	821	Digestive System
Carcinoma	731	Neoplasms
Leukemia	2345	Neoplasms
Myelodysplastic Syndromes	2345	Hemic and Lymphatic
Depressive Disorder	639	Mental Disorders
Arthritis	609	Musculoskeletal
Cognitive Dysfunction	1461	Mental Disorders
Glaucoma	243	Eye
Ocular Hypertension	243	Eye
Hypertension	243	Cardiovascular
Leukemia	671	Neoplasms
Anxiety Disorders	517	Mental Disorders
Arthritis	214	Musculoskeletal
Myelodysplastic Syndromes	882	Hemic and Lymphatic
Anxiety Disorders	639	Mental Disorders
Depressive Disorder	639	Mental Disorders
Hepatitis	397	Digestive System
Tuberculosis	365	Infections
Glioblastoma	1997	Neoplasms
Hypertension	730	Cardiovascular
Hepatitis	1887	Digestive System
Conjunctivitis	182	Eye
Parkinson Disease	457	Nervous System
Squamous Cell Carcinoma of Head and Neck	1948	Neoplasms
Head and Neck Neoplasms	1948	Neoplasms
Melanoma	1553	Neoplasms
Leukemia	3167	Neoplasms
Glaucoma	214	Eye
Ocular Hypertension	214	Eye
Hypertension	214	Cardiovascular
Liver Diseases	1461	Digestive System
Fatty Liver	1461	Digestive System
Non-alcoholic Fatty Liver Disease	1461	Digestive System
Glaucoma	337	Eye
Ocular Hypertension	337	Eye
Hypertension	337	Cardiovascular
Schizophrenia	456	Mental Disorders
Bipolar Disorder	456	Mental Disorders
Psychotic Disorders	456	Mental Disorders
Osteoarthritis	214	Musculoskeletal
Arthritis	487	Musculoskeletal
Tuberculosis	823	Infections
Melanoma	1644	Neoplasms
Mesothelioma	3135	Neoplasms
Schizophrenia	1461	Mental Disorders
Hepatitis	761	Digestive System
Hypercholesterolemia	274	Nutritional and Metabolic
Carcinoma	1067	Neoplasms
Metabolic Syndrome	122	Nutritional and Metabolic
Dermatitis	518	Skin and Connective Tissue
Metabolic Syndrome	884	Nutritional and Metabolic
Glioblastoma	853	Neoplasms
Gliosarcoma	853	Neoplasms
Peripheral Nervous System Diseases	213	Nervous System
Coronary Artery Disease	304	Cardiovascular
Myocardial Ischemia	304	Cardiovascular
Coronary Disease	304	Cardiovascular
Sarcoma	3927	Neoplasms
Peripheral Nervous System Diseases	337	Nervous System
Hepatitis	455	Digestive System
Hepatitis	181	Digestive System
Epilepsy	303	Nervous System
Osteoarthritis	153	Musculoskeletal
Motor Neuron Disease	579	Nervous System
Arthritis	547	Musculoskeletal
Psoriasis	1461	Skin and Connective Tissue
Lung Diseases	760	Respiratory Tract
Melanoma	821	Neoplasms
Leukemia	1767	Neoplasms
Glaucoma	426	Eye
Ocular Hypertension	426	Eye
Hypertension	426	Cardiovascular
Carcinoma	579	Neoplasms
Glaucoma	120	Eye
Ocular Hypertension	120	Eye
Hypertension	120	Cardiovascular
Heart Failure	457	Cardiovascular
Heart Diseases	457	Cardiovascular
Coronary Disease	457	Cardiovascular
Coronary Artery Disease	457	Cardiovascular
Myocardial Ischemia	457	Cardiovascular
Schizophrenia	334	Mental Disorders
Depressive Disorder	1522	Mental Disorders
Heart Diseases	975	Cardiovascular
Coronary Disease	975	Cardiovascular
Coronary Artery Disease	975	Cardiovascular
Myocardial Ischemia	975	Cardiovascular
Heart Diseases	820	Cardiovascular
Coronary Disease	820	Cardiovascular
Coronary Artery Disease	820	Cardiovascular
Myocardial Ischemia	820	Cardiovascular
Crohn Disease	1096	Digestive System
Hepatitis	516	Digestive System
Graft vs Host Disease	3537	Immune System
Parkinson Disease	914	Nervous System
Head and Neck Neoplasms	2252	Neoplasms
Macular Edema	1430	Eye
Leukemia	2132	Neoplasms
Myelodysplastic Syndromes	2132	Hemic and Lymphatic
Colitis	518	Digestive System
Glioblastoma	1979	Neoplasms
Gliosarcoma	1979	Neoplasms
Metabolic Syndrome	3259	Nutritional and Metabolic
Arthritis	426	Musculoskeletal
Virus Diseases	426	Infections
Melanoma	760	Neoplasms
Macular Degeneration	1072	Eye
Premature Birth	395	Female
Premature Birth	702	Female
Sarcoma	1735	Neoplasms
Lung Diseases	1583	Respiratory Tract
Arthritis	547	Musculoskeletal
Colitis	579	Digestive System
Metabolic Syndrome	1780	Nutritional and Metabolic
Neuroblastoma	883	Neoplasms
Cholangiocarcinoma	2588	Neoplasms
Migraine Disorders	2738	Nervous System
Cholangiocarcinoma	3653	Neoplasms
Psychotic Disorders	1706	Mental Disorders
Motor Neuron Disease	1157	Nervous System
Depressive Disorder	426	Mental Disorders
Attention Deficit Disorder with Hyperactivity	214	Mental Disorders
Lung Diseases	182	Respiratory Tract
Leukemia	851	Neoplasms
Liver Diseases	640	Digestive System
Head and Neck Neoplasms	2342	Neoplasms
Schizophrenia	306	Mental Disorders
Graft vs Host Disease	2588	Immune System
Attention Deficit Disorder with Hyperactivity	153	Mental Disorders
Attention Deficit Disorder with Hyperactivity	122	Mental Disorders
Leukemia	1340	Neoplasms
Tuberculosis	607	Infections
Lung Diseases	529	Respiratory Tract
Coronary Artery Disease	275	Cardiovascular
Myocardial Ischemia	275	Cardiovascular
Coronary Disease	275	Cardiovascular
Sarcoma	2255	Neoplasms
Glioblastoma	3349	Neoplasms
Neoplasms	3349	Neoplasms
Heart Failure	2372	Cardiovascular
Carcinoma	485	Neoplasms
Glaucoma	2344	Eye
Adenocarcinoma	761	Neoplasms
Glioblastoma	2191	Neoplasms
Gliosarcoma	2191	Neoplasms
Crohn Disease	1126	Digestive System
Hepatitis	396	Digestive System
Arthritis	548	Musculoskeletal
Carcinoma	851	Neoplasms
Carcinoma	731	Neoplasms
Cardiovascular Diseases	1400	Cardiovascular
Tuberculosis	518	Infections
Arthritis	944	Musculoskeletal
Attention Deficit Disorder with Hyperactivity	549	Mental Disorders
Hepatitis	396	Digestive System
Arthritis	458	Musculoskeletal
Hepatitis	1005	Digestive System
Head and Neck Neoplasms	1612	Neoplasms
Melanoma	1461	Neoplasms
Arthritis	396	Musculoskeletal
Arthritis	396	Musculoskeletal
Metabolic Syndrome	730	Nutritional and Metabolic
Fatty Liver	365	Digestive System
Non-alcoholic Fatty Liver Disease	365	Digestive System
Leukemia	1705	Neoplasms
Adenocarcinoma	1066	Neoplasms
Acne Vulgaris	609	Skin and Connective Tissue
Glioblastoma	1186	Neoplasms
Astrocytoma	1186	Neoplasms
Gliosarcoma	1186	Neoplasms
Osteoarthritis	3288	Musculoskeletal
Arthritis	1248	Musculoskeletal
Fatty Liver	913	Digestive System
